Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789364877,30,POST,/incidents [seed],3.900000,0.000000,410,650,1000,1300,1400,1600,1600,1600,1600,1600,1600,40,0,430,685.1649022250058,217.76152000165894,1646.3696079990768,508.475
1789364877,30,POST,/ingest/events,33.100000,0.000000,210,260,290,310,370,490,940,1200,2000,2000,2000,526,0,220,263.8183369714661,60.26985499920556,1969.4338139997853,67.0
1789364877,30,GET,/users/me,0.600000,0.000000,210,220,260,260,300,300,300,300,300,300,300,10,0,150,169.31197449994215,51.02264800007106,296.8729540007189,703.0
1789364877,30,,Aggregated,48.700000,0.000000,230,280,320,360,740,1400,2400,3100,3900,3900,3900,727,0,230,422.79078079089436,51.02264800007106,3930.708912001137,177.76616231086658
1789364878,30,GET,/alerts,1.800000,0.000000,160,210,220,230,250,300,380,380,380,380,380,27,0,160,169.64999514810322,64.29164099972695,384.4625659985468,2.0
1789364878,30,POST,/api-keys,1.800000,0.000000,750,1200,1200,1200,1300,1600,1600,1600,1600,1600,1600,22,0,730,813.6930921816449,195.00938199780649,1637.9163980018348,166.0
1789364878,30,POST,/auth/login,2.500000,0.000000,1500,1700,1800,2000,2200,2300,2300,2300,2300,2300,2300,30,0,1200,1179.312661133493,155.39359700051136,2336.287596997863,415.0
1789364878,30,POST,/auth/register-organization,2.300000,0.000000,3100,3200,3200,3200,3500,3900,3900,3900,3900,3900,3900,30,0,2500,2410.6155217330524,791.8378260001191,3930.708912001137,151.46666666666667
1789364878,30,POST,/hunting/search,1.900000,0.000000,200,270,280,280,290,300,320,320,320,320,320,30,0,200,230.8907704667945,118.93795800278895,529.7113349988649,23.0
1789364878,30,GET,/incidents,1.700000,0.000000,130,150,170,170,250,260,410,410,410,410,410,29,0,130,165.20981020647892,67.11363700014772,594.8800030018901,2268.0689655172414
1789364878,30,POST,/incidents [seed],3.800000,0.000000,380,620,800,1000,1400,1500,1600,1600,1600,1600,1600,40,0,430,685.1649022250058,217.76152000165894,1646.3696079990768,508.475
1789364878,30,POST,/ingest/events,42.400000,0.000000,210,250,270,300,350,420,850,1000,2000,2000,2000,630,0,210,252.04551365555773,60.26985499920556,1969.4338139997853,67.0
1789364878,30,GET,/users/me,0.800000,0.000000,210,220,230,260,300,300,300,300,300,300,300,12,0,180,175.637125499937,51.02264800007106,296.8729540007189,703.0
1789364878,30,,Aggregated,59.000000,0.000000,210,260,300,330,510,1200,2000,3000,3900,3900,3900,850,0,220,388.47101904821625,51.02264800007106,3930.708912001137,186.05764705882353
1789364879,30,GET,/alerts,2.400000,0.000000,160,210,220,230,280,300,380,380,380,380,380,30,0,160,172.5196949332409,64.29164099972695,384.4625659985468,2.0
1789364879,30,POST,/api-keys,1.800000,0.000000,640,1100,1200,1200,1200,1300,1300,1300,1300,1300,1300,22,0,730,813.6930921816449,195.00938199780649,1637.9163980018348,166.0
1789364879,30,POST,/auth/login,2.400000,0.000000,1400,1700,1800,1800,2000,2300,2300,2300,2300,2300,2300,30,0,1200,1179.312661133493,155.39359700051136,2336.287596997863,415.0
1789364879,30,POST,/auth/register-organization,2.000000,0.000000,3200,3200,3200,3200,3500,3500,3500,3500,3500,3500,3500,30,0,2500,2410.6155217330524,791.8378260001191,3930.708912001137,151.46666666666667
1789364879,30,POST,/hunting/search,2.500000,0.000000,200,270,280,280,290,320,340,340,340,340,340,36,0,200,231.27935747258257,118.93795800278895,529.7113349988649,23.0
1789364879,30,GET,/incidents,2.000000,0.000000,130,160,170,190,250,380,410,410,410,410,410,33,0,130,169.1071790299964,67.11363700014772,594.8800030018901,2268.090909090909
1789364879,30,POST,/incidents [seed],3.700000,0.000000,350,510,670,800,1400,1500,1600,1600,1600,1600,1600,40,0,430,685.1649022250058,217.76152000165894,1646.3696079990768,508.475
1789364879,30,POST,/ingest/events,51.500000,0.000000,210,250,280,300,350,410,600,1000,2000,2000,2000,703,0,210,252.6198908406767,60.26985499920556,1969.4338139997853,67.0
1789364879,30,GET,/users/me,1.000000,0.000000,210,230,260,260,300,370,370,370,370,370,370,14,0,180,187.8263518571787,51.02264800007106,369.722608000302,703.0
1789364879,30,,Aggregated,69.300000,0.000000,210,260,300,320,410,740,1500,2300,3500,3500,3500,938,0,220,375.5961902078776,51.02264800007106,3930.708912001137,185.1417910447761
1789364880,30,GET,/alerts,2.700000,0.000000,160,200,210,230,250,300,380,380,380,380,380,36,0,160,167.71857702780028,64.29164099972695,384.4625659985468,2.0
1789364880,30,POST,/api-keys,1.800000,0.000000,640,1100,1200,1200,1200,1300,1300,1300,1300,1300,1300,22,0,730,813.6930921816449,195.00938199780649,1637.9163980018348,166.0
1789364880,30,POST,/auth/login,2.000000,0.000000,680,920,1200,1400,1800,1800,1800,1800,1800,1800,1800,30,0,1200,1179.312661133493,155.39359700051136,2336.287596997863,415.0
1789364880,30,POST,/auth/register-organization,1.600000,0.000000,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,30,0,2500,2410.6155217330524,791.8378260001191,3930.708912001137,151.46666666666667
1789364880,30,POST,/hunting/search,3.000000,0.000000,200,240,280,280,290,320,340,340,340,340,340,38,0,200,227.00357815818663,118.93795800278895,529.7113349988649,23.0
1789364880,30,GET,/incidents,2.900000,0.000000,120,160,170,200,260,380,410,410,410,410,410,39,0,130,165.4051272817947,64.95770199762774,594.8800030018901,2268.128205128205
1789364880,30,POST,/incidents [seed],3.600000,0.000000,310,430,510,650,800,1000,1500,1500,1500,1500,1500,40,0,430,685.1649022250058,217.76152000165894,1646.3696079990768,508.475
1789364880,30,POST,/ingest/events,61.200000,0.000000,210,250,280,300,340,380,440,580,1000,1000,1000,791,0,210,248.1798666536063,60.26985499920556,1969.4338139997853,67.0
1789364880,30,GET,/users/me,1.200000,0.000000,200,220,230,260,300,370,370,370,370,370,370,18,0,180,185.23277950023638,51.02264800007106,369.722608000302,703.0
1789364880,30,,Aggregated,80.000000,0.000000,210,250,280,310,370,450,800,1200,3200,3200,3200,1044,0,220,358.01241270498247,51.02264800007106,3930.708912001137,187.77681992337165
1789364881,30,GET,/alerts,2.900000,0.000000,150,180,210,210,240,280,380,380,380,380,380,42,0,150,160.11344709537903,64.29164099972695,384.4625659985468,2.0
1789364881,30,POST,/api-keys,1.600000,0.000000,210,210,210,210,210,210,210,210,210,210,210,22,0,730,813.6930921816449,195.00938199780649,1637.9163980018348,166.0
1789364881,30,POST,/auth/login,2.000000,0.000000,680,920,1200,1400,1800,1800,1800,1800,1800,1800,1800,30,0,1200,1179.312661133493,155.39359700051136,2336.287596997863,415.0
1789364881,30,POST,/auth/register-organization,1.200000,0.000000,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,30,0,2500,2410.6155217330524,791.8378260001191,3930.708912001137,151.46666666666667
1789364881,30,POST,/hunting/search,3.600000,0.000000,200,240,270,280,290,320,340,340,340,340,340,42,0,200,223.7946581669045,118.93795800278895,529.7113349988649,23.0
1789364881,30,GET,/incidents,3.300000,0.000000,130,160,170,190,220,260,380,380,380,380,380,45,0,130,164.06877211088107,64.95770199762774,594.8800030018901,2268.222222222222
1789364881,30,POST,/incidents [seed],3.400000,0.000000,300,310,320,380,510,650,650,650,650,650,650,40,0,430,685.1649022250058,217.76152000165894,1646.3696079990768,508.475
1789364881,30,POST,/ingest/events,68.300000,0.000000,210,250,270,290,340,360,390,430,470,470,470,885,0,210,246.0335188757358,60.26985499920556,1969.4338139997853,67.0
1789364881,30,GET,/users/me,1.400000,0.000000,200,220,230,260,300,370,370,370,370,370,370,20,0,180,190.2488206003909,51.02264800007106,369.722608000302,703.0
1789364881,30,,Aggregated,87.700000,0.000000,200,240,260,280,330,360,390,440,650,650,650,1156,0,220,344.34045448618707,51.02264800007106,3930.708912001137,188.11418685121106
1789364882,30,GET,/alerts,3.600000,0.000000,140,160,210,210,240,280,380,380,380,380,380,46,0,140,155.81273373920894,64.29164099972695,384.4625659985468,2.0
1789364882,30,POST,/api-keys,1.500000,0.000000,210,210,210,210,210,210,210,210,210,210,210,22,0,730,813.6930921816449,195.00938199780649,1637.9163980018348,166.0
1789364882,30,POST,/auth/login,1.600000,0.000000,680,920,1200,1400,1800,1800,1800,1800,1800,1800,1800,30,0,1200,1179.312661133493,155.39359700051136,2336.287596997863,415.0
1789364882,30,POST,/auth/register-organization,0.800000,0.000000,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,30,0,2500,2410.6155217330524,791.8378260001191,3930.708912001137,151.46666666666667
